,USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand,class
791,726665,WORLAND MUNICIPAL,WY,43.967,-107.95,313.5984018,44.18047945,0.846281998,0
792,724516,LIBERAL MUNI,KS,37.033,-100.967,342.2803653,54.41940639,0.850878674,2
793,722895,LOMPOC (AWOS),CA,34.667,-120.467,351.2180365,56.21015982,0.852711337,2
794,722287,ANNISTON METROPOLITAN AP,AL,33.583,-85.85,355.1531963,73.64349315,0.853048059,2
795,723434,SPRINGDALE MUNI,AR,36.183,-94.117,345.5458904,71.25251142,0.854375899,2
796,725098,NORWOOD MEMORIAL,MA,42.183,-71.183,321.3049087,63.00810502,0.855451077,1
797,727640,BISMARCK MUNICIPAL ARPT [ISIS],ND,46.77,-100.77,301.1013699,56.76655251,0.855659332,0
798,723910,POINT MUGU NF,CA,34.117,-119.117,353.2243151,74.03869863,0.856271268,2
799,722536,RANDOLPH AFB,TX,29.533,-98.283,368.9275114,84.89509132,0.857195573,2
800,722196,DEKALB PEACHTREE,GA,33.867,-84.3,354.1341324,70.54006849,0.85726569,2
801,726676,GLENDIVE(AWOS),MT,47.133,-104.8,299.4480594,53.96986301,0.858790161,0
802,727834,COEUR D`ALENE(AWOS),ID,47.767,-116.817,296.5523973,49.22009132,0.858918812,0
803,723320,TUPELO C D LEMONS ARPT,MS,34.267,-88.767,352.6788813,67.99417808,0.859454037,2
804,722860,MARCH AFB,CA,33.9,-117.25,354.0118721,71.24954338,0.863583676,2
805,726580,MINNEAPOLIS-ST PAUL INT'L ARP,MN,44.883,-93.233,309.5643836,67.21598174,0.864092581,0
806,723419,EL DORADO GOODWIN FIELD,AR,33.217,-92.817,356.4592466,72.14623288,0.866484289,2
807,725700,CRAIG-MOFFAT,CO,40.5,-107.533,328.3762557,53.65262557,0.86782077,1
808,724698,AKRON WASHINGTON CO AP,CO,40.167,-103.233,329.7510274,54.23926941,0.867825147,1
809,727505,FOSSTON(AWOS),MN,47.583,-95.767,297.3950913,57.17682648,0.869690215,0
810,726416,LONE ROCK FAA AP,WI,43.2,-90.183,316.9396119,64.09509132,0.869745612,0
811,725140,WILLIAMSPORT REGIONAL AP,PA,41.25,-76.917,325.2480594,70.48059361,0.869927816,1
812,722636,DALHART MUNICIPAL AP,TX,36.017,-102.55,346.1724886,51.73321918,0.871766491,2
813,724510,DODGE CITY REGIONAL AP,KS,37.767,-99.967,339.4076484,52.57385845,0.871960406,1
814,725526,KEARNEY MUNI (AWOS),NE,40.733,-99.0,327.4077626,56.74942922,0.872018044,1
815,722499,NACOGDOCHES (AWOS),TX,31.583,-94.717,362.1440639,66.82888128,0.875657997,2
816,722660,ABILENE REGIONAL AP [UT],TX,32.47,-99.71,359.0842466,58.71986301,0.878531874,2
817,724754,SAINT GEORGE (AWOS),UT,37.083,-113.6,342.0900685,43.37579909,0.878721476,2
818,725670,VALENTINE MILLER FIELD,NE,42.867,-100.55,318.3785388,54.83824201,0.879699534,0
819,727810,YAKIMA AIR TERMINAL,WA,46.567,-120.55,302.0228311,53.05068493,0.879866412,0
820,722265,MAXWELL AFB,AL,32.383,-86.35,359.389726,84.14908676,0.879985618,2
821,726415,JANESVILLE/ROCK CO.,WI,42.617,-89.033,319.4456621,74.79543379,0.880968561,0
822,722897,SAN LUIS CO RGNL,CA,35.233,-120.633,349.1192922,55.75228311,0.881375554,2
823,726579,FLYING CLOUD,MN,44.817,-93.45,309.8575342,67.17351598,0.883460443,0
824,747188,BLYTHE RIVERSIDE CO ARPT,CA,33.617,-114.717,355.0343607,45.70057078,0.88562815,2
825,725087,HARTFORD BRAINARD FD,CT,41.733,-72.65,323.21621,66.81952055,0.885899787,1
826,725145,MONTICELLO(AWOS),NY,41.7,-74.8,323.3507991,66.83664384,0.889845218,1
827,723193,WINSTON-SALEM REYNOLDS AP,NC,36.133,-80.217,345.7375571,69.81575342,0.890918704,2
828,724795,DELTA,UT,39.333,-112.583,333.1614155,79.04714612,0.892154994,1
829,726184,AUBURN-LEWISTON,ME,44.05,-70.283,313.2390411,54.02739726,0.89267455,0
830,724086,WILLOW GROVE NAS,PA,40.2,-75.15,329.6133562,74.26278539,0.89286284,1
831,725720,SALT LAKE CITY INT'L ARPT [ISIS],UT,40.77,-111.97,327.258105,77.76746575,0.892891029,1
832,727937,SNOHOMISH CO,WA,47.9,-122.283,295.9378995,55.17420091,0.904207255,0
833,726465,MOSINEE/CENTRAL WI,WI,44.783,-89.667,310.0097032,59.91118721,0.906788357,0
834,724336,SOUTHERN ILLINOIS,IL,37.767,-89.25,339.4142694,66.55707763,0.907694312,1
835,723495,JOPLIN MUNICIPAL AP,MO,37.15,-94.5,341.8245434,64.46038813,0.907918256,2
836,725280,BUFFALO NIAGARA INTL AP,NY,42.933,-78.733,318.0863014,72.99783105,0.910260626,0
837,724468,OLATHE/JOHNSON CO.,KS,38.85,-94.733,335.1090183,61.21552511,0.912224679,1
838,722140,TALLAHASSEE REGIONAL AP [ISIS],FL,30.38,-84.37,366.1721461,85.68070776,0.912301933,2
839,727970,QUILLAYUTE STATE AIRPORT,WA,47.933,-124.567,295.7890411,55.38333333,0.916425483,0
840,724017,FARMVILLE,VA,37.35,-78.433,341.0468037,69.00684932,0.916587989,2
841,722215,CRESTVIEW BOB SIKES AP,FL,30.783,-86.517,364.8373288,76.00216895,0.91679948,2
842,723443,SILOAM SPRING(AWOS),AR,36.183,-94.483,345.5424658,63.42522831,0.917992794,2
843,724635,LA JUNTA MUNICIPAL AP,CO,38.05,-103.533,338.2982877,51.67591324,0.92032643,1
844,725867,BURLEY MUNICIPAL ARPT,ID,42.533,-113.767,319.8107306,48.72226027,0.92121956,0
845,747185,IMPERIAL,CA,32.833,-115.583,357.8181507,46.99634703,0.922607884,2
846,724107,HILLSVILLE,VA,36.767,-80.817,343.3091324,62.68527397,0.924425464,2
847,724620,ALAMOSA SAN LUIS VALLEY RGNL,CO,37.433,-105.867,340.7206621,42.72031963,0.925376622,2
848,722057,ORLANDO SANFORD AIRPORT,FL,28.783,-81.25,371.3126712,77.17488584,0.927528566,2
849,724340,ST LOUIS LAMBERT INT'L ARPT,MO,38.75,-90.367,335.509589,74.50742009,0.927676946,1
850,722530,SAN ANTONIO INTL AP,TX,29.533,-98.467,368.9313927,81.70730594,0.929543584,2
851,690190,ABILENE DYESS AFB,TX,32.433,-99.85,359.2138128,70.131621,0.93135332,2
852,722588,GREENVILLE/MAJORS,TX,33.067,-96.067,356.99121,64.96495434,0.932220801,2
853,722596,FORT WORTH MEACHAM,TX,32.817,-97.367,357.875,63.40502283,0.933457083,2
854,724935,HAYWARD AIR TERM,CA,37.667,-122.117,339.8060502,62.81780822,0.934218699,1
855,722080,CHARLESTON INTL ARPT,SC,32.9,-80.033,357.5804795,79.50810502,0.936733308,2
856,747946,NASA SHUTTLE FCLTY,FL,28.617,-80.717,371.838242,84.08949772,0.937253967,2
857,725760,LANDER HUNT FIELD,WY,42.817,-108.733,318.593379,46.14086758,0.937440861,0
858,724170,ELKINS ELKINS-RANDOLPH CO ARP,WV,38.883,-79.85,334.9739726,72.09634703,0.938438408,1
859,724837,BEALE AFB,CA,39.133,-121.433,333.9696347,68.97659817,0.940268151,1
860,690150,TWENTYNINE PALMS,CA,34.3,-116.167,352.563242,60.3989726,0.942940644,2
861,722024,MIAMI/OPA LOCKA,FL,25.9,-80.283,379.9711187,85.88116438,0.946469653,2
862,726500,SPENCER,IA,43.167,-95.15,317.0794521,60.83675799,0.946677969,0
863,722225,PENSACOLA FOREST SHERMAN NAS,FL,30.35,-87.317,366.2716895,82.4543379,0.946792552,2
864,724238,HENDERSON CITY,KY,37.817,-87.683,339.2156393,61.57842466,0.947096609,1
865,724100,LYNCHBURG REGIONAL ARPT,VA,37.333,-79.2,341.1146119,67.40125571,0.947124369,2
866,726395,OSCODA WURTSMITH AFB,MI,44.45,-83.4,311.4829909,61.11210046,0.948404737,0
867,722800,YUMA INTL ARPT,AZ,32.667,-114.6,358.3988584,83.3033105,0.948881572,2
868,722410,PORT ARTHUR JEFFERSON COUNTY,TX,29.95,-94.017,367.5808219,74.5260274,0.949755854,2
869,725468,CARROLL,IA,42.05,-94.783,321.8673516,62.5847032,0.950371633,1
870,722106,FORT MYERS PAGE FIELD,FL,26.583,-81.867,377.994863,80.38447489,0.951805736,2
871,723840,BAKERSFIELD MEADOWS FIELD,CA,35.433,-119.05,348.3707763,57.98321918,0.952669498,2
872,722359,GREENWOOD LEFLORE ARPT,MS,33.5,-90.083,355.4474886,69.94794521,0.953813786,2
873,726660,SHERIDAN COUNTY ARPT,WY,44.767,-106.967,310.0848174,49.45422374,0.954175275,0
874,722575,KILLEEN MUNI (AWOS),TX,31.083,-97.683,363.8328767,62.14691781,0.956995273,2
875,722506,MCALLEN MILLER INTL AP [EDINBURG - UT],TX,26.31,-98.17,378.7929224,70.48744292,0.957058701,2
876,725750,OGDEN HINKLEY AIRPORT,UT,41.2,-112.017,325.4569635,48.35844749,0.957194827,1
877,725705,VERNAL,UT,40.433,-109.517,328.6552511,47.54109589,0.957215753,1
878,724855,TONOPAH AIRPORT,NV,38.067,-117.083,338.230137,41.52568493,0.957285847,1
879,724756,BRYCE CNYN FAA AP,UT,37.7,-112.15,339.6772831,44.77248858,0.958491697,1
880,727533,WHEATON NDB (AWOS),MN,45.7,-96.5,305.9270548,57.75399543,0.960147505,0
881,744655,AURORA MUNICIPAL,IL,41.767,-88.467,323.0671233,72.24828767,0.960986865,1
882,722903,SAN DIEGO/MONTGOMER,CA,32.817,-117.133,357.8765982,62.15251142,0.961999196,2
883,727935,SEATTLE BOEING FIELD [ISIS],WA,47.68,-122.25,296.9537671,59.20513699,0.96256847,0
884,723119,GREENVILLE DOWNTOWN AP,SC,34.85,-82.35,350.5450913,68.39143836,0.962745072,2
885,724655,HILL CITY MUNICIPAL AP,KS,39.383,-99.833,332.9563927,54.44269406,0.9637358,1
886,726487,MENOMINEE (AWOS),MI,45.133,-87.633,308.455137,58.34783105,0.964572206,0
887,725045,NEW HAVEN TWEED AIRPORT,CT,41.267,-72.883,325.1818493,64.475,0.965343708,1
888,723444,BENTONVILLE (AWOS),AR,36.35,-94.217,344.9047945,64.1173516,0.965880157,2
889,725620,NORTH PLATTE REGIONAL AP,NE,41.117,-100.667,325.8086758,54.41872146,0.966297691,1
890,725314,CAHOKIA/ST. LOUIS,IL,38.567,-90.15,336.2416667,66.18710046,0.966546669,1
891,725460,DES MOINES INTL AP,IA,41.533,-93.667,324.0584475,69.78070776,0.969071591,1
892,722550,VICTORIA REGIONAL AP,TX,28.867,-96.933,371.0482877,73.07773973,0.97095381,2
893,723677,LAS VEGAS MUNICIPAL ARPT,NM,35.65,-105.15,347.5592466,43.63184932,0.971032186,2
894,722268,DOTHAN MUNICIPAL AP,AL,31.233,-85.433,363.3281963,72.60148402,0.971337984,2
895,724320,EVANSVILLE REGIONAL AP,IN,38.05,-87.533,338.2944064,68.44589041,0.971630906,1
896,725038,STEWART FIELD,NY,41.5,-74.1,324.1939498,72.37374429,0.971708571,1
897,726578,LITTLE FALLS (AWOS),MN,45.95,-94.35,304.8028539,59.97819635,0.973237301,0
898,726650,GILLETTE/GILLETTE-C,WY,44.35,-105.533,311.9221461,48.6456621,0.973857222,0
899,724723,BLANDING,UT,37.617,-109.483,340.0023973,71.64509132,0.973908997,2
900,725266,BRADFORD REGIONAL AP,PA,41.8,-78.633,322.9309361,66.31894977,0.974053385,1
901,724116,PULASKI,VA,37.133,-80.683,341.8884703,67.14212329,0.978360604,2
902,725717,RIFLE/GARFIELD RGNL,CO,39.533,-107.717,332.3465753,54.61381279,0.978677991,1
903,725066,MARTHAS VINEYARD,MA,41.4,-70.617,324.6167808,60.87123288,0.979652177,1
904,727550,BEMIDJI MUNICIPAL,MN,47.5,-94.933,297.771347,58.57477169,0.980181915,0
905,726145,MONTPELIER AP,VT,44.2,-72.567,312.5739726,58.84326484,0.984293942,0
906,725493,KNOXVILLE,IA,41.3,-93.117,325.0388128,63.99486301,0.984364432,1
907,722640,MARFA AP,TX,30.367,-104.017,366.2119863,48.71655251,0.987456224,2
908,727457,DETROIT LAKES(AWOS),MN,46.833,-95.883,300.8176941,56.42842466,0.987510358,0
909,722317,BATON ROUGE RYAN ARPT,LA,30.533,-91.15,365.6672374,81.73321918,0.987559812,2
910,722515,CORPUS CHRISTI NAS,TX,27.683,-97.283,374.7135845,88.02522831,0.990513504,2
911,724053,WINCHESTER RGNL,VA,39.15,-78.15,333.8917808,66.20696347,0.99194636,1
912,726228,ADIRONDACK RGNL,NY,44.383,-74.2,311.7732877,60.26415525,0.992355867,0
913,725555,BROKEN BOW MUNI,NE,41.433,-99.65,324.4802511,56.39680365,0.992396367,1
914,723710,PAGE MUNI (AMOS),AZ,36.933,-111.45,342.6673516,44.36883562,0.992521084,2
915,726980,PORTLAND INTERNATIONAL AP,OR,45.6,-122.617,306.3767123,71.7336758,0.993684904,0
916,722269,CAIRNS FIELD FORT RUCKER,AL,31.267,-85.717,363.2101598,89.07226027,0.994005716,2
917,724509,NEWTON (AWOS),KS,38.05,-97.283,338.2981735,62.37260274,0.994461802,1
918,724769,FORT COLLINS (AWOS),CO,40.45,-105.017,328.5789954,44.41621005,0.996141025,1
919,722485,BARKSDALE AFB,LA,32.5,-93.667,358.9820776,84.71575342,0.996441999,2
920,723040,CAPE HATTERAS NWS BLDG,NC,35.267,-75.55,348.9924658,68.57956621,0.996948624,2
921,727840,HANFORD,WA,46.567,-119.6,302.0222603,64.82271689,0.997071333,0
922,724117,WISE/LONESOME PINE,VA,36.983,-82.533,342.4773973,78.0053653,0.997193918,2
923,726556,REDWOOD FALLS MUNI,MN,44.55,-95.083,311.0398402,60.13436073,0.997833722,0
924,725868,SODA SPRINGS/TIGERT,ID,42.65,-111.583,319.3093607,70.14440639,0.999831369,0
